step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number,condition_number_spectral,condition_gap,min_eigenvalue,max_eigenvalue,active_equations,drop_events_step,drop_index_mask_step,drop_events_total,recovery_events_step,recovery_steps_step,recovery_events_total,pending_drop_count,max_pending_steps_running
0,0.000000,0.741983,0.340563,1.103642,0.000000,0.596638,-2.034814,0.000000,1.005898,-0.003267,0.000000,-0.002495,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,1,2,1,0,-1,0,1,0
1,0.003500,0.743733,0.336189,0.420172,0.000000,0.278490,-0.764057,0.000000,0.383258,-0.001303,0.000000,-0.000915,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1
2,0.007000,0.744558,0.334166,0.103561,0.000000,0.131110,-0.175374,0.000000,0.094769,-0.000392,0.000000,-0.000183,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,2
3,0.010500,0.744953,0.333235,-0.042641,0.000000,0.063055,0.096477,0.000000,-0.038503,0.000029,0.000000,0.000155,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,3
4,0.014000,0.745148,0.332811,-0.109687,0.000000,0.031850,0.221163,0.000000,-0.099676,0.000223,0.000000,0.000310,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,4
5,0.017500,0.745250,0.332623,-0.139971,0.000000,0.017760,0.277499,0.000000,-0.127362,0.000311,0.000000,0.000380,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,5
6,0.021000,0.745308,0.332545,-0.153184,0.000000,0.011619,0.302095,0.000000,-0.139496,0.000350,0.000000,0.000411,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,6
7,0.024500,0.745345,0.332516,-0.158473,0.000000,0.009171,0.311960,0.000000,-0.144410,0.000367,0.000000,0.000423,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,7
8,0.028000,0.745373,0.332512,-0.160087,0.000000,0.008437,0.314994,0.000000,-0.145974,0.000372,0.000000,0.000427,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,8
9,0.031500,0.745396,0.332518,-0.160000,0.000000,0.008497,0.314866,0.000000,-0.145987,0.000373,0.000000,0.000426,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,9
10,0.035000,0.745416,0.332529,-0.159130,0.000000,0.008926,0.313281,0.000000,-0.145283,0.000372,0.000000,0.000424,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,10
11,0.038500,0.745435,0.332542,-0.157901,0.000000,0.009524,0.311031,0.000000,-0.144250,0.000369,0.000000,0.000422,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,11
12,0.042000,0.745453,0.332556,-0.156512,0.000000,0.010200,0.308484,0.000000,-0.143070,0.000366,0.000000,0.000418,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,12
13,0.045500,0.745471,0.332570,-0.155055,0.000000,0.010912,0.305810,0.000000,-0.141824,0.000363,0.000000,0.000415,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,13
14,0.049000,0.745487,0.332584,-0.153572,0.000000,0.011638,0.303088,0.000000,-0.140552,0.000360,0.000000,0.000412,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,14
15,0.052500,0.745504,0.332598,-0.152083,0.000000,0.012370,0.300355,0.000000,-0.139273,0.000356,0.000000,0.000408,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,15
16,0.056000,0.745519,0.332612,-0.150597,0.000000,0.013104,0.297629,0.000000,-0.137994,0.000353,0.000000,0.000405,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,16
17,0.059500,0.745534,0.332626,-0.149119,0.000000,0.013837,0.294917,0.000000,-0.136719,0.000350,0.000000,0.000401,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,17
18,0.063000,0.745549,0.332640,-0.147650,0.000000,0.014569,0.292222,0.000000,-0.135451,0.000346,0.000000,0.000398,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,18
19,0.066500,0.745563,0.332653,-0.146190,0.000000,0.015298,0.289546,0.000000,-0.134189,0.000343,0.000000,0.000395,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,19
20,0.070000,0.745577,0.332667,-0.144741,0.000000,0.016026,0.286890,0.000000,-0.132935,0.000339,0.000000,0.000391,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,20
21,0.073500,0.745591,0.332680,-0.143303,0.000000,0.016751,0.284254,0.000000,-0.131688,0.000336,0.000000,0.000388,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,21
22,0.077000,0.745604,0.332693,-0.141875,0.000000,0.017474,0.281638,0.000000,-0.130448,0.000333,0.000000,0.000385,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,22
23,0.080500,0.745616,0.332705,-0.140458,0.000000,0.018195,0.279042,0.000000,-0.129216,0.000329,0.000000,0.000381,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,23
24,0.084000,0.745628,0.332718,-0.139052,0.000000,0.018913,0.276466,0.000000,-0.127991,0.000326,0.000000,0.000378,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,24
25,0.087500,0.745640,0.332730,-0.137655,0.000000,0.019629,0.273910,0.000000,-0.126774,0.000322,0.000000,0.000375,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,25
26,0.091000,0.745651,0.332742,-0.136270,0.000000,0.020343,0.271373,0.000000,-0.125564,0.000319,0.000000,0.000372,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,26
27,0.094500,0.745662,0.332754,-0.134894,0.000000,0.021054,0.268855,0.000000,-0.124361,0.000315,0.000000,0.000369,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,27
28,0.098000,0.745672,0.332766,-0.133529,0.000000,0.021762,0.266357,0.000000,-0.123166,0.000312,0.000000,0.000366,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,28
29,0.101500,0.745682,0.332778,-0.132174,0.000000,0.022468,0.263878,0.000000,-0.121978,0.000308,0.000000,0.000363,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,29
30,0.105000,0.745692,0.332789,-0.130829,0.000000,0.023172,0.261418,0.000000,-0.120797,0.000305,0.000000,0.000359,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,30
31,0.108500,0.745701,0.332800,-0.129494,0.000000,0.023873,0.258977,0.000000,-0.119624,0.000302,0.000000,0.000356,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,31
32,0.112000,0.745710,0.332811,-0.128169,0.000000,0.024571,0.256555,0.000000,-0.118457,0.000298,0.000000,0.000353,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,32
33,0.115500,0.745718,0.332822,-0.126854,0.000000,0.025267,0.254151,0.000000,-0.117298,0.000295,0.000000,0.000350,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,33
34,0.119000,0.745726,0.332833,-0.125549,0.000000,0.025960,0.251766,0.000000,-0.116146,0.000291,0.000000,0.000347,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,34
35,0.122500,0.745734,0.332843,-0.124253,0.000000,0.026650,0.249400,0.000000,-0.115001,0.000288,0.000000,0.000345,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,35
36,0.126000,0.745741,0.332854,-0.122968,0.000000,0.027338,0.247051,0.000000,-0.113863,0.000284,0.000000,0.000342,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,36
37,0.129500,0.745748,0.332864,-0.121692,0.000000,0.028023,0.244721,0.000000,-0.112732,0.000281,0.000000,0.000339,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,37
38,0.133000,0.745754,0.332874,-0.120426,0.000000,0.028706,0.242409,0.000000,-0.111608,0.000277,0.000000,0.000336,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,38
39,0.136500,0.745761,0.332884,-0.119169,0.000000,0.029385,0.240114,0.000000,-0.110492,0.000274,0.000000,0.000333,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,39
40,0.140000,0.745766,0.332893,-0.117922,0.000000,0.030062,0.237837,0.000000,-0.109382,0.000271,0.000000,0.000330,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,40
41,0.143500,0.745772,0.332903,-0.116684,0.000000,0.030736,0.235578,0.000000,-0.108279,0.000267,0.000000,0.000327,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,41
42,0.147000,0.745777,0.332912,-0.115455,0.000000,0.031408,0.233337,0.000000,-0.107183,0.000264,0.000000,0.000325,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,42
43,0.150500,0.745782,0.332922,-0.114286,0.000000,0.031944,0.231163,0.000000,-0.106154,0.000261,0.000000,0.000322,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,43
44,0.154000,0.745783,0.332930,-0.113583,0.000000,0.031253,0.229469,0.000000,-0.105698,0.000264,0.000000,0.000319,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,44
45,0.157500,0.745781,0.332937,-0.112610,0.000000,0.031296,0.227500,0.000000,-0.104892,0.000263,0.000000,0.000317,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,45
46,0.161000,0.745779,0.332945,-0.111476,0.000000,0.031786,0.225371,0.000000,-0.103877,0.000260,0.000000,0.000314,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,46
47,0.164500,0.745776,0.332952,-0.110273,0.000000,0.032478,0.223178,0.000000,-0.102770,0.000256,0.000000,0.000312,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,47
48,0.168000,0.745773,0.332959,-0.109046,0.000000,0.033258,0.220968,0.000000,-0.101628,0.000252,0.000000,0.000309,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,48
49,0.171500,0.745769,0.332965,-0.107815,0.000000,0.034072,0.218761,0.000000,-0.100476,0.000247,0.000000,0.000306,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,49
50,0.175000,0.745766,0.332972,-0.106587,0.000000,0.034897,0.216566,0.000000,-0.099325,0.000243,0.000000,0.000304,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,50
51,0.178500,0.745763,0.332979,-0.105368,0.000000,0.035722,0.214389,0.000000,-0.098181,0.000238,0.000000,0.000301,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,51
52,0.182000,0.745759,0.332986,-0.104159,0.000000,0.036540,0.212230,0.000000,-0.097047,0.000234,0.000000,0.000298,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,52
53,0.185500,0.745756,0.332992,-0.102961,0.000000,0.037351,0.210091,0.000000,-0.095923,0.000230,0.000000,0.000296,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,53
54,0.189000,0.745753,0.332999,-0.101774,0.000000,0.038151,0.207971,0.000000,-0.094810,0.000225,0.000000,0.000293,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,54
55,0.192500,0.745750,0.333005,-0.100600,0.000000,0.038943,0.205872,0.000000,-0.093708,0.000221,0.000000,0.000291,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,55
56,0.196000,0.745747,0.333012,-0.099436,0.000000,0.039724,0.203792,0.000000,-0.092618,0.000217,0.000000,0.000288,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,56
57,0.199500,0.745744,0.333018,-0.098284,0.000000,0.040495,0.201731,0.000000,-0.091538,0.000213,0.000000,0.000286,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,57
58,0.203000,0.745741,0.333024,-0.097144,0.000000,0.041257,0.199691,0.000000,-0.090470,0.000208,0.000000,0.000283,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,58
59,0.206500,0.745738,0.333030,-0.096014,0.000000,0.042008,0.197669,0.000000,-0.089412,0.000204,0.000000,0.000281,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,59
60,0.210000,0.745735,0.333037,-0.094896,0.000000,0.042750,0.195666,0.000000,-0.088365,0.000200,0.000000,0.000278,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,60
61,0.213500,0.745732,0.333043,-0.093789,0.000000,0.043483,0.193683,0.000000,-0.087329,0.000196,0.000000,0.000276,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,61
62,0.217000,0.745729,0.333049,-0.092693,0.000000,0.044206,0.191718,0.000000,-0.086303,0.000192,0.000000,0.000274,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,62
63,0.220500,0.745726,0.333055,-0.091607,0.000000,0.044920,0.189772,0.000000,-0.085288,0.000189,0.000000,0.000271,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,63
64,0.224000,0.745723,0.333061,-0.090533,0.000000,0.045624,0.187844,0.000000,-0.084283,0.000185,0.000000,0.000269,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,64
65,0.227500,0.745720,0.333067,-0.089468,0.000000,0.046320,0.185934,0.000000,-0.083289,0.000181,0.000000,0.000266,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,65
66,0.231000,0.745717,0.333073,-0.088414,0.000000,0.047009,0.184041,0.000000,-0.082303,0.000177,0.000000,0.000264,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,66
67,0.234500,0.745714,0.333078,-0.087368,0.000000,0.047693,0.182164,0.000000,-0.081326,0.000173,0.000000,0.000262,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,67
68,0.238000,0.745712,0.333084,-0.086332,0.000000,0.048370,0.180305,0.000000,-0.080357,0.000170,0.000000,0.000260,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,68
69,0.241500,0.745709,0.333090,-0.085304,0.000000,0.049045,0.178460,0.000000,-0.079396,0.000166,0.000000,0.000257,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,69
70,0.245000,0.745706,0.333096,-0.084283,0.000000,0.049718,0.176630,0.000000,-0.078440,0.000162,0.000000,0.000255,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,70
71,0.248500,0.745703,0.333101,-0.083271,0.000000,0.050386,0.174816,0.000000,-0.077493,0.000159,0.000000,0.000253,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,71
72,0.252000,0.745700,0.333107,-0.082264,0.000000,0.051058,0.173014,0.000000,-0.076549,0.000155,0.000000,0.000251,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,72
73,0.255500,0.745697,0.333112,-0.081262,0.000000,0.051735,0.171224,0.000000,-0.075609,0.000151,0.000000,0.000249,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,73
74,0.259000,0.745694,0.333117,-0.080265,0.000000,0.052416,0.169446,0.000000,-0.074672,0.000148,0.000000,0.000247,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,74
75,0.262500,0.745691,0.333123,-0.079264,0.000000,0.053124,0.167670,0.000000,-0.073727,0.000144,0.000000,0.000244,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,75
76,0.266000,0.745688,0.333128,-0.078328,0.000000,0.053676,0.165967,0.000000,-0.072859,0.000141,0.000000,0.000242,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,76
77,0.269500,0.745684,0.333133,-0.077400,0.000000,0.054226,0.164277,0.000000,-0.071996,0.000138,0.000000,0.000240,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,77
78,0.273000,0.745680,0.333138,-0.076479,0.000000,0.054771,0.162600,0.000000,-0.071140,0.000135,0.000000,0.000238,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,78
79,0.276500,0.745676,0.333143,-0.075565,0.000000,0.055313,0.160938,0.000000,-0.070290,0.000132,0.000000,0.000236,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,79
80,0.280000,0.745672,0.333148,-0.074660,0.000000,0.055851,0.159289,0.000000,-0.069447,0.000128,0.000000,0.000234,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,80
81,0.283500,0.745668,0.333152,-0.073761,0.000000,0.056385,0.157653,0.000000,-0.068610,0.000125,0.000000,0.000232,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,81
82,0.287000,0.745664,0.333157,-0.072870,0.000000,0.056915,0.156031,0.000000,-0.067778,0.000122,0.000000,0.000230,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,82
83,0.290500,0.745660,0.333161,-0.071986,0.000000,0.057441,0.154423,0.000000,-0.066954,0.000119,0.000000,0.000228,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,83
84,0.294000,0.745655,0.333166,-0.071110,0.000000,0.057964,0.152828,0.000000,-0.066135,0.000116,0.000000,0.000226,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,84
85,0.297500,0.745650,0.333170,-0.070241,0.000000,0.058482,0.151246,0.000000,-0.065322,0.000113,0.000000,0.000224,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,85
86,0.301000,0.745646,0.333175,-0.069380,0.000000,0.058997,0.149677,0.000000,-0.064516,0.000110,0.000000,0.000222,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,86
87,0.304500,0.745641,0.333179,-0.068525,0.000000,0.059508,0.148121,0.000000,-0.063716,0.000107,0.000000,0.000221,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,87
88,0.308000,0.745636,0.333183,-0.067678,0.000000,0.060014,0.146579,0.000000,-0.062922,0.000105,0.000000,0.000219,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,88
89,0.311500,0.745631,0.333187,-0.066838,0.000000,0.060517,0.145049,0.000000,-0.062134,0.000102,0.000000,0.000217,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,89
90,0.315000,0.745625,0.333191,-0.066005,0.000000,0.061016,0.143532,0.000000,-0.061352,0.000099,0.000000,0.000215,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,90
91,0.318500,0.745620,0.333195,-0.065179,0.000000,0.061511,0.142028,0.000000,-0.060576,0.000096,0.000000,0.000213,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,91
92,0.322000,0.745615,0.333199,-0.064360,0.000000,0.062001,0.140536,0.000000,-0.059807,0.000093,0.000000,0.000211,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,92
93,0.325500,0.745609,0.333203,-0.063548,0.000000,0.062488,0.139057,0.000000,-0.059043,0.000090,0.000000,0.000210,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,93
94,0.329000,0.745604,0.333207,-0.062743,0.000000,0.062971,0.137591,0.000000,-0.058285,0.000087,0.000000,0.000208,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,94
95,0.332500,0.745598,0.333210,-0.061945,0.000000,0.063450,0.136137,0.000000,-0.057534,0.000085,0.000000,0.000206,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,95
96,0.336000,0.745592,0.333214,-0.061154,0.000000,0.063924,0.134695,0.000000,-0.056788,0.000082,0.000000,0.000204,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,96
97,0.339500,0.745587,0.333217,-0.060370,0.000000,0.064395,0.133265,0.000000,-0.056048,0.000079,0.000000,0.000202,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,97
98,0.343000,0.745581,0.333221,-0.059592,0.000000,0.064861,0.131848,0.000000,-0.055315,0.000076,0.000000,0.000201,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,98
99,0.346500,0.745575,0.333224,-0.058822,0.000000,0.065324,0.130443,0.000000,-0.054587,0.000073,0.000000,0.000199,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,99
100,0.350000,0.745569,0.333228,-0.058058,0.000000,0.065782,0.129050,0.000000,-0.053865,0.000071,0.000000,0.000197,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,100
101,0.353500,0.745563,0.333231,-0.057300,0.000000,0.066236,0.127668,0.000000,-0.053150,0.000068,0.000000,0.000196,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,101
102,0.357000,0.745557,0.333234,-0.056549,0.000000,0.066686,0.126299,0.000000,-0.052440,0.000065,0.000000,0.000194,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,102
103,0.360500,0.745551,0.333238,-0.055805,0.000000,0.067132,0.124942,0.000000,-0.051736,0.000063,0.000000,0.000192,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,103
104,0.364000,0.745545,0.333241,-0.055068,0.000000,0.067573,0.123596,0.000000,-0.051038,0.000060,0.000000,0.000191,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,104
105,0.367500,0.745538,0.333244,-0.054337,0.000000,0.068011,0.122262,0.000000,-0.050345,0.000058,0.000000,0.000189,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,105
106,0.371000,0.745532,0.333247,-0.053612,0.000000,0.068444,0.120939,0.000000,-0.049659,0.000055,0.000000,0.000188,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,106
107,0.374500,0.745526,0.333250,-0.052894,0.000000,0.068873,0.119628,0.000000,-0.048978,0.000052,0.000000,0.000186,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,107
108,0.378000,0.745520,0.333253,-0.052182,0.000000,0.069298,0.118328,0.000000,-0.048304,0.000050,0.000000,0.000184,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,108
109,0.381500,0.745513,0.333256,-0.051477,0.000000,0.069718,0.117040,0.000000,-0.047635,0.000047,0.000000,0.000183,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,109
