step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number,condition_number_spectral,condition_gap,min_eigenvalue,max_eigenvalue,active_equations,drop_events_step,drop_index_mask_step,drop_events_total,recovery_events_step,recovery_steps_step,recovery_events_total,pending_drop_count,max_pending_steps_running
1090,3.815000,0.745521,0.333814,0.014476,0.000000,0.066697,-0.018799,0.000000,0.006285,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1090
1091,3.818500,0.745521,0.333814,0.014475,0.000000,0.066693,-0.018799,0.000000,0.006285,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1091
1092,3.822000,0.745521,0.333814,0.014475,0.000000,0.066690,-0.018800,0.000000,0.006284,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1092
1093,3.825500,0.745521,0.333814,0.014475,0.000000,0.066686,-0.018801,0.000000,0.006283,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1093
1094,3.829000,0.745521,0.333814,0.014474,0.000000,0.066683,-0.018801,0.000000,0.006282,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1094
1095,3.832500,0.745521,0.333814,0.014474,0.000000,0.066679,-0.018802,0.000000,0.006281,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1095
1096,3.836000,0.745521,0.333814,0.014474,0.000000,0.066676,-0.018803,0.000000,0.006281,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1096
1097,3.839500,0.745521,0.333814,0.014474,0.000000,0.066672,-0.018803,0.000000,0.006280,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1097
1098,3.843000,0.745521,0.333814,0.014473,0.000000,0.066669,-0.018804,0.000000,0.006279,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1098
1099,3.846500,0.745521,0.333814,0.014473,0.000000,0.066666,-0.018805,0.000000,0.006278,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1099
1100,3.850000,0.745521,0.333814,0.014473,0.000000,0.066662,-0.018805,0.000000,0.006277,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1100
1101,3.853500,0.745521,0.333814,0.014472,0.000000,0.066659,-0.018806,0.000000,0.006277,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1101
1102,3.857000,0.745521,0.333814,0.014472,0.000000,0.066656,-0.018807,0.000000,0.006276,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1102
1103,3.860500,0.745521,0.333814,0.014472,0.000000,0.066652,-0.018807,0.000000,0.006275,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1103
1104,3.864000,0.745521,0.333814,0.014471,0.000000,0.066649,-0.018808,0.000000,0.006274,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1104
1105,3.867500,0.745521,0.333814,0.014471,0.000000,0.066646,-0.018809,0.000000,0.006273,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1105
1106,3.871000,0.745521,0.333814,0.014471,0.000000,0.066643,-0.018809,0.000000,0.006273,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1106
1107,3.874500,0.745521,0.333814,0.014470,0.000000,0.066639,-0.018810,0.000000,0.006272,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1107
1108,3.878000,0.745521,0.333814,0.014470,0.000000,0.066636,-0.018811,0.000000,0.006271,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1108
1109,3.881500,0.745521,0.333814,0.014470,0.000000,0.066633,-0.018811,0.000000,0.006270,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1109
1110,3.885000,0.745521,0.333814,0.014470,0.000000,0.066630,-0.018812,0.000000,0.006270,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1110
1111,3.888500,0.745521,0.333814,0.014469,0.000000,0.066627,-0.018812,0.000000,0.006269,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1111
1112,3.892000,0.745521,0.333814,0.014469,0.000000,0.066623,-0.018813,0.000000,0.006268,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1112
1113,3.895500,0.745521,0.333814,0.014469,0.000000,0.066620,-0.018814,0.000000,0.006267,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1113
1114,3.899000,0.745521,0.333814,0.014468,0.000000,0.066617,-0.018814,0.000000,0.006267,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1114
1115,3.902500,0.745521,0.333814,0.014468,0.000000,0.066614,-0.018815,0.000000,0.006266,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1115
1116,3.906000,0.745521,0.333814,0.014468,0.000000,0.066611,-0.018815,0.000000,0.006265,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1116
1117,3.909500,0.745521,0.333814,0.014468,0.000000,0.066608,-0.018816,0.000000,0.006264,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1117
1118,3.913000,0.745521,0.333814,0.014467,0.000000,0.066605,-0.018817,0.000000,0.006264,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1118
1119,3.916500,0.745521,0.333814,0.014467,0.000000,0.066602,-0.018817,0.000000,0.006263,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1119
1120,3.920000,0.745521,0.333814,0.014467,0.000000,0.066599,-0.018818,0.000000,0.006262,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1120
1121,3.923500,0.745521,0.333814,0.014466,0.000000,0.066595,-0.018818,0.000000,0.006262,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1121
1122,3.927000,0.745521,0.333814,0.014466,0.000000,0.066592,-0.018819,0.000000,0.006261,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1122
1123,3.930500,0.745521,0.333814,0.014466,0.000000,0.066589,-0.018819,0.000000,0.006260,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1123
1124,3.934000,0.745521,0.333814,0.014466,0.000000,0.066586,-0.018820,0.000000,0.006259,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1124
1125,3.937500,0.745521,0.333814,0.014465,0.000000,0.066583,-0.018821,0.000000,0.006259,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1125
1126,3.941000,0.745521,0.333814,0.014465,0.000000,0.066580,-0.018821,0.000000,0.006258,0.000019,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1126
1127,3.944500,0.745521,0.333814,0.014465,0.000000,0.066578,-0.018822,0.000000,0.006257,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1127
1128,3.948000,0.745521,0.333814,0.014464,0.000000,0.066575,-0.018822,0.000000,0.006257,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1128
1129,3.951500,0.745521,0.333814,0.014464,0.000000,0.066572,-0.018823,0.000000,0.006256,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1129
1130,3.955000,0.745521,0.333814,0.014464,0.000000,0.066569,-0.018823,0.000000,0.006255,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1130
1131,3.958500,0.745521,0.333814,0.014464,0.000000,0.066566,-0.018824,0.000000,0.006255,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1131
1132,3.962000,0.745521,0.333814,0.014463,0.000000,0.066563,-0.018824,0.000000,0.006254,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1132
1133,3.965500,0.745521,0.333814,0.014463,0.000000,0.066560,-0.018825,0.000000,0.006253,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1133
1134,3.969000,0.745521,0.333814,0.014463,0.000000,0.066557,-0.018826,0.000000,0.006252,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1134
1135,3.972500,0.745521,0.333814,0.014462,0.000000,0.066554,-0.018826,0.000000,0.006252,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1135
1136,3.976000,0.745521,0.333814,0.014462,0.000000,0.066552,-0.018827,0.000000,0.006251,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1136
1137,3.979500,0.745521,0.333814,0.014462,0.000000,0.066549,-0.018827,0.000000,0.006250,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1137
1138,3.983000,0.745521,0.333814,0.014462,0.000000,0.066546,-0.018828,0.000000,0.006250,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1138
1139,3.986500,0.745521,0.333814,0.014461,0.000000,0.066543,-0.018828,0.000000,0.006249,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1139
1140,3.990000,0.745521,0.333814,0.014461,0.000000,0.066540,-0.018829,0.000000,0.006248,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1140
1141,3.993500,0.745522,0.333814,0.014461,0.000000,0.066538,-0.018829,0.000000,0.006248,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1141
1142,3.997000,0.745522,0.333814,0.014461,0.000000,0.066535,-0.018830,0.000000,0.006247,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1142
1143,4.000500,0.745522,0.333814,0.014460,0.000000,0.066532,-0.018830,0.000000,0.006246,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1143
1144,4.004000,0.745522,0.333814,0.014460,0.000000,0.066529,-0.018831,0.000000,0.006246,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1144
1145,4.007500,0.745522,0.333814,0.014460,0.000000,0.066527,-0.018831,0.000000,0.006245,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1145
1146,4.011000,0.745522,0.333814,0.014460,0.000000,0.066524,-0.018832,0.000000,0.006245,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1146
1147,4.014500,0.745522,0.333814,0.014459,0.000000,0.066521,-0.018832,0.000000,0.006244,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1147
1148,4.018000,0.745522,0.333814,0.014459,0.000000,0.066518,-0.018833,0.000000,0.006243,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1148
1149,4.021500,0.745522,0.333814,0.014459,0.000000,0.066516,-0.018833,0.000000,0.006243,0.000020,0.000000,0.000006,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1149
1150,4.025000,0.745522,0.333814,0.014459,0.000000,0.066513,-0.018834,0.000000,0.006242,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1150
1151,4.028500,0.745522,0.333814,0.014458,0.000000,0.066511,-0.018834,0.000000,0.006241,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1151
1152,4.032000,0.745522,0.333814,0.014458,0.000000,0.066508,-0.018835,0.000000,0.006241,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1152
1153,4.035500,0.745522,0.333814,0.014458,0.000000,0.066505,-0.018835,0.000000,0.006240,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1153
1154,4.039000,0.745522,0.333814,0.014458,0.000000,0.066503,-0.018836,0.000000,0.006239,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1154
1155,4.042500,0.745522,0.333814,0.014457,0.000000,0.066500,-0.018836,0.000000,0.006239,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1155
1156,4.046000,0.745522,0.333814,0.014457,0.000000,0.066497,-0.018837,0.000000,0.006238,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1156
1157,4.049500,0.745522,0.333814,0.014457,0.000000,0.066495,-0.018837,0.000000,0.006238,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1157
1158,4.053000,0.745522,0.333814,0.014457,0.000000,0.066492,-0.018838,0.000000,0.006237,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1158
1159,4.056500,0.745522,0.333814,0.014456,0.000000,0.066490,-0.018838,0.000000,0.006236,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1159
1160,4.060000,0.745522,0.333814,0.014456,0.000000,0.066487,-0.018839,0.000000,0.006236,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1160
1161,4.063500,0.745522,0.333814,0.014456,0.000000,0.066485,-0.018839,0.000000,0.006235,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1161
1162,4.067000,0.745522,0.333814,0.014456,0.000000,0.066482,-0.018840,0.000000,0.006235,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1162
1163,4.070500,0.745522,0.333814,0.014455,0.000000,0.066480,-0.018840,0.000000,0.006234,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1163
1164,4.074000,0.745522,0.333814,0.014455,0.000000,0.066477,-0.018841,0.000000,0.006233,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1164
1165,4.077500,0.745522,0.333814,0.014455,0.000000,0.066475,-0.018841,0.000000,0.006233,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1165
1166,4.081000,0.745522,0.333815,0.014455,0.000000,0.066472,-0.018841,0.000000,0.006232,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1166
1167,4.084500,0.745522,0.333815,0.014454,0.000000,0.066470,-0.018842,0.000000,0.006232,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1167
1168,4.088000,0.745522,0.333815,0.014454,0.000000,0.066467,-0.018842,0.000000,0.006231,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1168
1169,4.091500,0.745522,0.333815,0.014454,0.000000,0.066465,-0.018843,0.000000,0.006230,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1169
1170,4.095000,0.745522,0.333815,0.014454,0.000000,0.066462,-0.018843,0.000000,0.006230,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1170
1171,4.098500,0.745522,0.333815,0.014453,0.000000,0.066460,-0.018844,0.000000,0.006229,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1171
1172,4.102000,0.745522,0.333815,0.014453,0.000000,0.066458,-0.018844,0.000000,0.006229,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1172
1173,4.105500,0.745522,0.333815,0.014453,0.000000,0.066455,-0.018845,0.000000,0.006228,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1173
1174,4.109000,0.745522,0.333815,0.014453,0.000000,0.066453,-0.018845,0.000000,0.006228,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1174
1175,4.112500,0.745522,0.333815,0.014453,0.000000,0.066451,-0.018845,0.000000,0.006227,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1175
1176,4.116000,0.745522,0.333815,0.014452,0.000000,0.066448,-0.018846,0.000000,0.006226,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1176
1177,4.119500,0.745522,0.333815,0.014452,0.000000,0.066446,-0.018846,0.000000,0.006226,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1177
1178,4.123000,0.745522,0.333815,0.014452,0.000000,0.066443,-0.018847,0.000000,0.006225,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1178
1179,4.126500,0.745522,0.333815,0.014452,0.000000,0.066441,-0.018847,0.000000,0.006225,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1179
1180,4.130000,0.745522,0.333815,0.014451,0.000000,0.066439,-0.018848,0.000000,0.006224,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1180
1181,4.133500,0.745522,0.333815,0.014451,0.000000,0.066437,-0.018848,0.000000,0.006224,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1181
1182,4.137000,0.745522,0.333815,0.014451,0.000000,0.066434,-0.018848,0.000000,0.006223,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1182
1183,4.140500,0.745522,0.333815,0.014451,0.000000,0.066432,-0.018849,0.000000,0.006223,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1183
1184,4.144000,0.745522,0.333815,0.014451,0.000000,0.066430,-0.018849,0.000000,0.006222,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1184
1185,4.147500,0.745522,0.333815,0.014450,0.000000,0.066427,-0.018850,0.000000,0.006221,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1185
1186,4.151000,0.745522,0.333815,0.014450,0.000000,0.066425,-0.018850,0.000000,0.006221,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1186
1187,4.154500,0.745522,0.333815,0.014450,0.000000,0.066423,-0.018851,0.000000,0.006220,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1187
1188,4.158000,0.745522,0.333815,0.014450,0.000000,0.066421,-0.018851,0.000000,0.006220,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1188
1189,4.161500,0.745522,0.333815,0.014449,0.000000,0.066419,-0.018851,0.000000,0.006219,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1189
1190,4.165000,0.745522,0.333815,0.014449,0.000000,0.066416,-0.018852,0.000000,0.006219,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1190
1191,4.168500,0.745522,0.333815,0.014449,0.000000,0.066414,-0.018852,0.000000,0.006218,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1191
1192,4.172000,0.745522,0.333815,0.014449,0.000000,0.066412,-0.018853,0.000000,0.006218,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1192
1193,4.175500,0.745522,0.333815,0.014449,0.000000,0.066410,-0.018853,0.000000,0.006217,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1193
1194,4.179000,0.745522,0.333815,0.014448,0.000000,0.066408,-0.018853,0.000000,0.006217,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1194
1195,4.182500,0.745522,0.333815,0.014448,0.000000,0.066405,-0.018854,0.000000,0.006216,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1195
1196,4.186000,0.745522,0.333815,0.014448,0.000000,0.066403,-0.018854,0.000000,0.006216,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1196
1197,4.189500,0.745522,0.333815,0.014448,0.000000,0.066401,-0.018854,0.000000,0.006215,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1197
1198,4.193000,0.745522,0.333815,0.014448,0.000000,0.066399,-0.018855,0.000000,0.006215,0.000020,0.000000,0.000005,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1198
