step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number,condition_number_spectral,condition_gap,min_eigenvalue,max_eigenvalue,active_equations,drop_events_step,drop_index_mask_step,drop_events_total,recovery_events_step,recovery_steps_step,recovery_events_total,pending_drop_count,max_pending_steps_running
1678,5.873000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1678
1679,5.876500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1679
1680,5.880000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1680
1681,5.883500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1681
1682,5.887000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1682
1683,5.890500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1683
1684,5.894000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1684
1685,5.897500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1685
1686,5.901000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1686
1687,5.904500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1687
1688,5.908000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1688
1689,5.911500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1689
1690,5.915000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1690
1691,5.918500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1691
1692,5.922000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1692
1693,5.925500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1693
1694,5.929000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1694
1695,5.932500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1695
1696,5.936000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1696
1697,5.939500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1697
1698,5.943000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1698
1699,5.946500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1699
1700,5.950000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1700
1701,5.953500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1701
1702,5.957000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1702
1703,5.960500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1703
1704,5.964000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1704
1705,5.967500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1705
1706,5.971000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1706
1707,5.974500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1707
1708,5.978000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1708
1709,5.981500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1709
1710,5.985000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1710
1711,5.988500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1711
1712,5.992000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1712
1713,5.995500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1713
1714,5.999000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1714
1715,6.002500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1715
1716,6.006000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1716
1717,6.009500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1717
1718,6.013000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1718
1719,6.016500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1719
1720,6.020000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1720
1721,6.023500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1721
1722,6.027000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1722
1723,6.030500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1723
1724,6.034000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1724
1725,6.037500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1725
1726,6.041000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1726
1727,6.044500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1727
1728,6.048000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1728
1729,6.051500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1729
1730,6.055000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1730
1731,6.058500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1731
1732,6.062000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1732
1733,6.065500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1733
1734,6.069000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1734
1735,6.072500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1735
1736,6.076000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1736
1737,6.079500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1737
1738,6.083000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1738
1739,6.086500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1739
1740,6.090000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1740
1741,6.093500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1741
1742,6.097000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1742
1743,6.100500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1743
1744,6.104000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1744
1745,6.107500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1745
1746,6.111000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1746
1747,6.114500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1747
1748,6.118000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1748
1749,6.121500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1749
1750,6.125000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1750
1751,6.128500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1751
1752,6.132000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1752
1753,6.135500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1753
1754,6.139000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1754
1755,6.142500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1755
1756,6.146000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1756
1757,6.149500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1757
1758,6.153000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1758
1759,6.156500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1759
1760,6.160000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1760
1761,6.163500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1761
1762,6.167000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1762
1763,6.170500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1763
1764,6.174000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1764
1765,6.177500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1765
1766,6.181000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1766
1767,6.184500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1767
1768,6.188000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1768
1769,6.191500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1769
1770,6.195000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1770
1771,6.198500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1771
1772,6.202000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1772
1773,6.205500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1773
1774,6.209000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1774
1775,6.212500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1775
1776,6.216000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1776
1777,6.219500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1777
1778,6.223000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1778
1779,6.226500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1779
1780,6.230000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1780
1781,6.233500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1781
1782,6.237000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1782
1783,6.240500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1783
1784,6.244000,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1784
1785,6.247500,0.745885,0.332656,-0.157701,0.000000,0.010510,0.311756,0.000000,-0.145643,0.000385,0.000000,0.000421,2,1.088235e+01,3.873141e+00,7.009211e+00,9.420841e-01,3.648825e+00,2,0,0,1,0,-1,0,1,1785
