time,pos_x,pos_y,angle,vx,vy,omega,translation_x,translation_y,orientation_error,motor_force_x,motor_force_y,limit_force_x,limit_force_y,limit_spring_force_x,limit_spring_force_y,motor_mode_x,motor_mode_y,motor_target_x,motor_target_y,orientation_target,limit_state_x,limit_state_y,limit_lower_y,limit_upper_y,stage
0.204000,-0.027922,0.087922,0.000000,0.386034,-0.386034,0.000000,-0.027922,0.087922,0.000000,-25.576691,25.576691,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.224000,-0.020198,0.080198,0.000000,0.393109,-0.393109,0.000000,-0.020198,0.080198,0.000000,-11.570680,11.570680,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.244000,-0.012198,0.072198,0.000000,0.369830,-0.369830,0.000000,-0.012198,0.072198,0.000000,-16.827613,16.827609,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.264000,-0.005034,0.065034,0.000000,0.346250,-0.346250,0.000000,-0.005034,0.065034,0.000000,-22.906592,22.906602,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.284000,0.002540,0.057460,0.000000,0.400583,-0.400583,0.000000,0.002540,0.057460,0.000000,10.415216,-10.415194,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.304000,0.009231,0.050769,0.000000,0.319572,-0.319572,0.000000,0.009231,0.050769,0.000000,-24.842173,24.842221,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.324000,0.016365,0.043635,0.000000,0.327951,-0.327951,0.000000,0.016365,0.043635,0.000000,-14.918528,14.918442,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.344000,0.023007,0.036993,0.000000,0.392857,-0.392857,0.000000,0.023007,0.036993,0.000000,27.548609,-27.548828,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.364000,0.029333,0.030667,0.000000,0.309915,-0.309916,0.000000,0.029333,0.030667,0.000000,-13.561475,13.561085,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.384000,0.036009,0.023992,0.000000,0.345001,-0.344787,0.000000,0.036009,0.023992,0.000000,9.387347,-9.279409,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.404000,0.042588,0.017411,0.000000,0.365626,-0.366007,0.000000,0.042588,0.017411,0.000000,30.008672,-30.238565,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
0.424000,0.048274,0.011161,0.000000,0.262090,-0.329714,0.000000,0.048274,0.011161,0.000000,-22.351770,-12.012126,0.000000,0.000000,0.000000,0.000000,1,1,0.240000,-0.180000,0.000000,0,0,-0.300000,0.050000,0
