FEM4C - High Performance Finite Element Method in C
Analysis Results
=====================================

Analysis Title: T3 Cantilever Beam
Date/Time:      2025-10-11 01:41:19
Input File:     input.dat

Problem Size:
  Number of nodes:     297
  Number of elements:  512
  Number of materials: 1
  Total DOF:           594

Nodal Displacements:
====================
Node      UX           UY           UZ
  48  -6.3535e-07  -4.0999e-06   0.0000e+00
  49  -6.6726e-07  -4.6466e-06   0.0000e+00
  50  -6.9736e-07  -5.2192e-06   0.0000e+00
  51  -7.2563e-07  -5.8160e-06   0.0000e+00
  52  -7.5208e-07  -6.4356e-06   0.0000e+00
  53  -7.7671e-07  -7.0765e-06   0.0000e+00
  54  -7.9952e-07  -7.7371e-06   0.0000e+00
  55  -8.2050e-07  -8.4159e-06   0.0000e+00
  56  -8.3967e-07  -9.1114e-06   0.0000e+00
  57  -8.5701e-07  -9.8221e-06   0.0000e+00
  58  -8.7253e-07  -1.0546e-05   0.0000e+00
  59  -8.8622e-07  -1.1283e-05   0.0000e+00
  60  -8.9810e-07  -1.2030e-05   0.0000e+00
  61  -9.0815e-07  -1.2786e-05   0.0000e+00
  62  -9.1638e-07  -1.3550e-05   0.0000e+00
  63  -9.2280e-07  -1.4320e-05   0.0000e+00
  64  -9.2740e-07  -1.5095e-05   0.0000e+00
  65  -9.3014e-07  -1.5872e-05   0.0000e+00
  66  -9.3088e-07  -1.6650e-05   0.0000e+00
  67   0.0000e+00   0.0000e+00   0.0000e+00
  68  -3.5343e-08  -2.5598e-08   0.0000e+00
  69  -7.2816e-08  -9.9553e-08   0.0000e+00
  70  -1.0894e-07  -2.1841e-07   0.0000e+00
  71  -1.4365e-07  -3.8114e-07   0.0000e+00
  72  -1.7710e-07  -5.8641e-07   0.0000e+00
  73  -2.0932e-07  -8.3269e-07   0.0000e+00
  74  -2.4033e-07  -1.1184e-06   0.0000e+00
  75  -2.7012e-07  -1.4422e-06   0.0000e+00
  76  -2.9869e-07  -1.8023e-06   0.0000e+00
  77  -3.2605e-07  -2.1974e-06   0.0000e+00
  78  -3.5220e-07  -2.6259e-06   0.0000e+00
  79  -3.7713e-07  -3.0863e-06   0.0000e+00
  80  -4.0085e-07  -3.5770e-06   0.0000e+00
  81  -4.2336e-07  -4.0966e-06   0.0000e+00
  82  -4.4464e-07  -4.6435e-06   0.0000e+00
  83  -4.6472e-07  -5.2162e-06   0.0000e+00
  84  -4.8358e-07  -5.8132e-06   0.0000e+00
  85  -5.0122e-07  -6.4330e-06   0.0000e+00
  86  -5.1765e-07  -7.0740e-06   0.0000e+00
  87  -5.3287e-07  -7.7348e-06   0.0000e+00
  88  -5.4687e-07  -8.4138e-06   0.0000e+00
  89  -5.5966e-07  -9.1095e-06   0.0000e+00
  90  -5.7123e-07  -9.8204e-06   0.0000e+00
  91  -5.8158e-07  -1.0545e-05   0.0000e+00
  92  -5.9073e-07  -1.1282e-05   0.0000e+00
  93  -5.9865e-07  -1.2029e-05   0.0000e+00
  94  -6.0537e-07  -1.2785e-05   0.0000e+00
  95  -6.1087e-07  -1.3549e-05   0.0000e+00
  96  -6.1516e-07  -1.4320e-05   0.0000e+00
  97  -6.1828e-07  -1.5094e-05   0.0000e+00
  98  -6.2027e-07  -1.5872e-05   0.0000e+00
  99  -6.2069e-07  -1.6650e-05   0.0000e+00
 100   0.0000e+00   0.0000e+00   0.0000e+00
 101  -1.7255e-08  -2.2791e-08   0.0000e+00
 102  -3.6069e-08  -9.6138e-08   0.0000e+00
 103  -5.4335e-08  -2.1512e-07   0.0000e+00
 104  -7.1782e-08  -3.7802e-07   0.0000e+00
 105  -8.8537e-08  -5.8341e-07   0.0000e+00
 106  -1.0466e-07  -8.2980e-07   0.0000e+00
 107  -1.2018e-07  -1.1157e-06   0.0000e+00
 108  -1.3509e-07  -1.4395e-06   0.0000e+00
 109  -1.4940e-07  -1.7998e-06   0.0000e+00
 110  -1.6310e-07  -2.1950e-06   0.0000e+00
 111  -1.7619e-07  -2.6235e-06   0.0000e+00
 112  -1.8867e-07  -3.0840e-06   0.0000e+00
 113  -2.0054e-07  -3.5749e-06   0.0000e+00
 114  -2.1181e-07  -4.0946e-06   0.0000e+00
 115  -2.2247e-07  -4.6416e-06   0.0000e+00
 116  -2.3252e-07  -5.2144e-06   0.0000e+00
 117  -2.4197e-07  -5.8115e-06   0.0000e+00
 118  -2.5081e-07  -6.4314e-06   0.0000e+00
 119  -2.5904e-07  -7.0726e-06   0.0000e+00
 120  -2.6666e-07  -7.7335e-06   0.0000e+00
 121  -2.7368e-07  -8.4126e-06   0.0000e+00
 122  -2.8009e-07  -9.1084e-06   0.0000e+00
 123  -2.8589e-07  -9.8194e-06   0.0000e+00
 124  -2.9109e-07  -1.0544e-05   0.0000e+00
 125  -2.9567e-07  -1.1281e-05   0.0000e+00
 126  -2.9966e-07  -1.2028e-05   0.0000e+00
 127  -3.0303e-07  -1.2785e-05   0.0000e+00
 128  -3.0579e-07  -1.3549e-05   0.0000e+00
 129  -3.0796e-07  -1.4319e-05   0.0000e+00
 130  -3.0955e-07  -1.5094e-05   0.0000e+00
 131  -3.1071e-07  -1.5872e-05   0.0000e+00
 132  -3.1092e-07  -1.6651e-05   0.0000e+00
 133   0.0000e+00   0.0000e+00   0.0000e+00
 134   3.7542e-10  -2.1928e-08   0.0000e+00
 135   2.1229e-10  -9.4937e-08   0.0000e+00
 136  -2.5736e-11  -2.1394e-07   0.0000e+00
 137  -1.4697e-10  -3.7692e-07   0.0000e+00
 138  -1.9955e-10  -5.8237e-07   0.0000e+00
 139  -2.3273e-10  -8.2881e-07   0.0000e+00
 140  -2.6339e-10  -1.1147e-06   0.0000e+00
 141  -2.9479e-10  -1.4386e-06   0.0000e+00
 142  -3.2689e-10  -1.7989e-06   0.0000e+00
 143  -3.5930e-10  -2.1941e-06   0.0000e+00
 144  -3.9182e-10  -2.6227e-06   0.0000e+00
 145  -4.2436e-10  -3.0833e-06   0.0000e+00
 146  -4.5690e-10  -3.5741e-06   0.0000e+00
 147  -4.8943e-10  -4.0939e-06   0.0000e+00
 148  -5.2197e-10  -4.6409e-06   0.0000e+00
 149  -5.5450e-10  -5.2138e-06   0.0000e+00
 150  -5.8704e-10  -5.8109e-06   0.0000e+00
 151  -6.1957e-10  -6.4309e-06   0.0000e+00
 152  -6.5211e-10  -7.0721e-06   0.0000e+00
 153  -6.8464e-10  -7.7330e-06   0.0000e+00
 154  -7.1718e-10  -8.4121e-06   0.0000e+00
 155  -7.4971e-10  -9.1080e-06   0.0000e+00
 156  -7.8226e-10  -9.8190e-06   0.0000e+00
 157  -8.1481e-10  -1.0544e-05   0.0000e+00
 158  -8.4740e-10  -1.1281e-05   0.0000e+00
 159  -8.8002e-10  -1.2028e-05   0.0000e+00
 160  -9.1251e-10  -1.2785e-05   0.0000e+00
 161  -9.4409e-10  -1.3549e-05   0.0000e+00
 162  -9.7152e-10  -1.4319e-05   0.0000e+00
 163  -9.8198e-10  -1.5094e-05   0.0000e+00
 164  -9.4864e-10  -1.5872e-05   0.0000e+00
 165  -1.4580e-09  -1.6653e-05   0.0000e+00
 166   0.0000e+00   0.0000e+00   0.0000e+00
 167   1.7936e-08  -2.2918e-08   0.0000e+00
 168   3.6389e-08  -9.5936e-08   0.0000e+00
 169   5.4237e-08  -2.1491e-07   0.0000e+00
 170   7.1480e-08  -3.7788e-07   0.0000e+00
 171   8.8139e-08  -5.8331e-07   0.0000e+00
 172   1.0420e-07  -8.2971e-07   0.0000e+00
 173   1.1966e-07  -1.1156e-06   0.0000e+00
 174   1.3450e-07  -1.4394e-06   0.0000e+00
 175   1.4874e-07  -1.7997e-06   0.0000e+00
 176   1.6238e-07  -2.1949e-06   0.0000e+00
 177   1.7540e-07  -2.6235e-06   0.0000e+00
 178   1.8782e-07  -3.0839e-06   0.0000e+00
 179   1.9963e-07  -3.5748e-06   0.0000e+00
 180   2.1083e-07  -4.0945e-06   0.0000e+00
 181   2.2143e-07  -4.6415e-06   0.0000e+00
 182   2.3142e-07  -5.2143e-06   0.0000e+00
 183   2.4080e-07  -5.8114e-06   0.0000e+00
 184   2.4957e-07  -6.4313e-06   0.0000e+00
 185   2.5774e-07  -7.0725e-06   0.0000e+00
 186   2.6530e-07  -7.7334e-06   0.0000e+00
 187   2.7225e-07  -8.4125e-06   0.0000e+00
 188   2.7859e-07  -9.1083e-06   0.0000e+00
 189   2.8433e-07  -9.8193e-06   0.0000e+00
 190   2.8946e-07  -1.0544e-05   0.0000e+00
 191   2.9398e-07  -1.1281e-05   0.0000e+00
 192   2.9790e-07  -1.2028e-05   0.0000e+00
 193   3.0120e-07  -1.2785e-05   0.0000e+00
 194   3.0391e-07  -1.3549e-05   0.0000e+00
 195   3.0601e-07  -1.4319e-05   0.0000e+00
 196   3.0754e-07  -1.5094e-05   0.0000e+00
 197   3.0854e-07  -1.5872e-05   0.0000e+00
 198   3.0868e-07  -1.6651e-05   0.0000e+00
 199   0.0000e+00   0.0000e+00   0.0000e+00
 200   3.5741e-08  -2.5805e-08   0.0000e+00
 201   7.2814e-08  -9.9130e-08   0.0000e+00
 202   1.0872e-07  -2.1802e-07   0.0000e+00
 203   1.4333e-07  -3.8088e-07   0.0000e+00
 204   1.7670e-07  -5.8621e-07   0.0000e+00
 205   2.0886e-07  -8.3251e-07   0.0000e+00
 206   2.3980e-07  -1.1183e-06   0.0000e+00
 207   2.6953e-07  -1.4420e-06   0.0000e+00
 208   2.9804e-07  -1.8022e-06   0.0000e+00
 209   3.2534e-07  -2.1972e-06   0.0000e+00
 210   3.5142e-07  -2.6257e-06   0.0000e+00
 211   3.7629e-07  -3.0861e-06   0.0000e+00
 212   3.9994e-07  -3.5768e-06   0.0000e+00
 213   4.2238e-07  -4.0964e-06   0.0000e+00
 214   4.4360e-07  -4.6433e-06   0.0000e+00
 215   4.6361e-07  -5.2160e-06   0.0000e+00
 216   4.8240e-07  -5.8130e-06   0.0000e+00
 217   4.9998e-07  -6.4328e-06   0.0000e+00
 218   5.1635e-07  -7.0739e-06   0.0000e+00
 219   5.3150e-07  -7.7346e-06   0.0000e+00
 220   5.4543e-07  -8.4136e-06   0.0000e+00
 221   5.5816e-07  -9.1093e-06   0.0000e+00
 222   5.6966e-07  -9.8202e-06   0.0000e+00
 223   5.7995e-07  -1.0545e-05   0.0000e+00
 224   5.8903e-07  -1.1281e-05   0.0000e+00
 225   5.9689e-07  -1.2029e-05   0.0000e+00
 226   6.0354e-07  -1.2785e-05   0.0000e+00
 227   6.0898e-07  -1.3549e-05   0.0000e+00
 228   6.1320e-07  -1.4319e-05   0.0000e+00
 229   6.1624e-07  -1.5094e-05   0.0000e+00
 230   6.1810e-07  -1.5872e-05   0.0000e+00
 231   6.1866e-07  -1.6650e-05   0.0000e+00
 232   0.0000e+00   0.0000e+00   0.0000e+00
 233   5.4173e-08  -3.0761e-08   0.0000e+00
 234   1.0983e-07  -1.0453e-07   0.0000e+00
 235   1.6370e-07  -2.2326e-07   0.0000e+00
 236   2.1564e-07  -3.8594e-07   0.0000e+00
 237   2.6572e-07  -5.9109e-07   0.0000e+00
 238   3.1397e-07  -8.3720e-07   0.0000e+00
 239   3.6039e-07  -1.1228e-06   0.0000e+00
 240   4.0500e-07  -1.4463e-06   0.0000e+00
 241   4.4778e-07  -1.8063e-06   0.0000e+00
 242   4.8874e-07  -2.2012e-06   0.0000e+00
 243   5.2788e-07  -2.6295e-06   0.0000e+00
 244   5.6520e-07  -3.0897e-06   0.0000e+00
 245   6.0070e-07  -3.5802e-06   0.0000e+00
 246   6.3437e-07  -4.0996e-06   0.0000e+00
 247   6.6622e-07  -4.6464e-06   0.0000e+00
 248   6.9625e-07  -5.2189e-06   0.0000e+00
 249   7.2446e-07  -5.8157e-06   0.0000e+00
 250   7.5084e-07  -6.4353e-06   0.0000e+00
 251   7.7541e-07  -7.0762e-06   0.0000e+00
 252   7.9815e-07  -7.7368e-06   0.0000e+00
 253   8.1907e-07  -8.4156e-06   0.0000e+00
 254   8.3817e-07  -9.1111e-06   0.0000e+00
 255   8.5544e-07  -9.8218e-06   0.0000e+00
 256   8.7090e-07  -1.0546e-05   0.0000e+00
 257   8.8453e-07  -1.1283e-05   0.0000e+00
 258   8.9634e-07  -1.2030e-05   0.0000e+00
 259   9.0633e-07  -1.2786e-05   0.0000e+00
 260   9.1449e-07  -1.3550e-05   0.0000e+00
 261   9.2084e-07  -1.4320e-05   0.0000e+00
 262   9.2535e-07  -1.5094e-05   0.0000e+00
 263   9.2804e-07  -1.5872e-05   0.0000e+00
 264   9.2893e-07  -1.6650e-05   0.0000e+00
 265   0.0000e+00   0.0000e+00   0.0000e+00
 266   7.3880e-08  -3.8071e-08   0.0000e+00
 267   1.4773e-07  -1.1214e-07   0.0000e+00
 268   2.1941e-07  -2.3063e-07   0.0000e+00
 269   2.8864e-07  -3.9304e-07   0.0000e+00
 270   3.5541e-07  -5.9793e-07   0.0000e+00
 271   4.1975e-07  -8.4379e-07   0.0000e+00
 272   4.8166e-07  -1.1291e-06   0.0000e+00
 273   5.4114e-07  -1.4524e-06   0.0000e+00
 274   5.9819e-07  -1.8121e-06   0.0000e+00
 275   6.5282e-07  -2.2068e-06   0.0000e+00
 276   7.0502e-07  -2.6348e-06   0.0000e+00
 277   7.5478e-07  -3.0947e-06   0.0000e+00
 278   8.0212e-07  -3.5850e-06   0.0000e+00
 279   8.4703e-07  -4.1042e-06   0.0000e+00
 280   8.8951e-07  -4.6506e-06   0.0000e+00
 281   9.2956e-07  -5.2229e-06   0.0000e+00
 282   9.6718e-07  -5.8195e-06   0.0000e+00
 283   1.0024e-06  -6.4389e-06   0.0000e+00
 284   1.0351e-06  -7.0795e-06   0.0000e+00
 285   1.0655e-06  -7.7398e-06   0.0000e+00
 286   1.0934e-06  -8.4184e-06   0.0000e+00
 287   1.1188e-06  -9.1136e-06   0.0000e+00
 288   1.1419e-06  -9.8241e-06   0.0000e+00
 289   1.1625e-06  -1.0548e-05   0.0000e+00
 290   1.1807e-06  -1.1284e-05   0.0000e+00
 291   1.1965e-06  -1.2031e-05   0.0000e+00
 292   1.2098e-06  -1.2787e-05   0.0000e+00
 293   1.2207e-06  -1.3551e-05   0.0000e+00
 294   1.2291e-06  -1.4321e-05   0.0000e+00
 295   1.2351e-06  -1.5095e-05   0.0000e+00
 296   1.2386e-06  -1.5872e-05   0.0000e+00
 297   1.2398e-06  -1.6650e-05   0.0000e+00

Element Stresses:
=================
Elem     SigmaX       SigmaY       TauXY
----  -----------  -----------  -----------
   1   0.0000e+00   0.0000e+00   0.0000e+00
   2   0.0000e+00   0.0000e+00   0.0000e+00
   3   0.0000e+00   0.0000e+00   0.0000e+00
   4   0.0000e+00   0.0000e+00   0.0000e+00
   5   0.0000e+00   0.0000e+00   0.0000e+00
   6   0.0000e+00   0.0000e+00   0.0000e+00
   7   0.0000e+00   0.0000e+00   0.0000e+00
   8   0.0000e+00   0.0000e+00   0.0000e+00
   9   0.0000e+00   0.0000e+00   0.0000e+00
  10   0.0000e+00   0.0000e+00   0.0000e+00
  11   0.0000e+00   0.0000e+00   0.0000e+00
  12   0.0000e+00   0.0000e+00   0.0000e+00
  13   0.0000e+00   0.0000e+00   0.0000e+00
  14   0.0000e+00   0.0000e+00   0.0000e+00
  15   0.0000e+00   0.0000e+00   0.0000e+00
  16   0.0000e+00   0.0000e+00   0.0000e+00
  17   0.0000e+00   0.0000e+00   0.0000e+00
  18   0.0000e+00   0.0000e+00   0.0000e+00
  19   0.0000e+00   0.0000e+00   0.0000e+00
  20   0.0000e+00   0.0000e+00   0.0000e+00
  21   0.0000e+00   0.0000e+00   0.0000e+00
  22   0.0000e+00   0.0000e+00   0.0000e+00
  23   0.0000e+00   0.0000e+00   0.0000e+00
  24   0.0000e+00   0.0000e+00   0.0000e+00
  25   0.0000e+00   0.0000e+00   0.0000e+00
  26   0.0000e+00   0.0000e+00   0.0000e+00
  27   0.0000e+00   0.0000e+00   0.0000e+00
  28   0.0000e+00   0.0000e+00   0.0000e+00
  29   0.0000e+00   0.0000e+00   0.0000e+00
  30   0.0000e+00   0.0000e+00   0.0000e+00
  31   0.0000e+00   0.0000e+00   0.0000e+00
  32   0.0000e+00   0.0000e+00   0.0000e+00
  33   0.0000e+00   0.0000e+00   0.0000e+00
  34   0.0000e+00   0.0000e+00   0.0000e+00
  35   0.0000e+00   0.0000e+00   0.0000e+00
  36   0.0000e+00   0.0000e+00   0.0000e+00
  37   0.0000e+00   0.0000e+00   0.0000e+00
  38   0.0000e+00   0.0000e+00   0.0000e+00
  39   0.0000e+00   0.0000e+00   0.0000e+00
  40   0.0000e+00   0.0000e+00   0.0000e+00
  41   0.0000e+00   0.0000e+00   0.0000e+00
  42   0.0000e+00   0.0000e+00   0.0000e+00
  43   0.0000e+00   0.0000e+00   0.0000e+00
  44   0.0000e+00   0.0000e+00   0.0000e+00
  45   0.0000e+00   0.0000e+00   0.0000e+00
  46   0.0000e+00   0.0000e+00   0.0000e+00
  47   0.0000e+00   0.0000e+00   0.0000e+00
  48   0.0000e+00   0.0000e+00   0.0000e+00
  49   0.0000e+00   0.0000e+00   0.0000e+00
  50   0.0000e+00   0.0000e+00   0.0000e+00
  51   0.0000e+00   0.0000e+00   0.0000e+00
  52   0.0000e+00   0.0000e+00   0.0000e+00
  53   0.0000e+00   0.0000e+00   0.0000e+00
  54   0.0000e+00   0.0000e+00   0.0000e+00
  55   0.0000e+00   0.0000e+00   0.0000e+00
  56   0.0000e+00   0.0000e+00   0.0000e+00
  57   0.0000e+00   0.0000e+00   0.0000e+00
  58   0.0000e+00   0.0000e+00   0.0000e+00
  59   0.0000e+00   0.0000e+00   0.0000e+00
  60   0.0000e+00   0.0000e+00   0.0000e+00
  61   0.0000e+00   0.0000e+00   0.0000e+00
  62   0.0000e+00   0.0000e+00   0.0000e+00
  63   0.0000e+00   0.0000e+00   0.0000e+00
  64   0.0000e+00   0.0000e+00   0.0000e+00
  65   0.0000e+00   0.0000e+00   0.0000e+00
  66   0.0000e+00   0.0000e+00   0.0000e+00
  67   0.0000e+00   0.0000e+00   0.0000e+00
  68   0.0000e+00   0.0000e+00   0.0000e+00
  69   0.0000e+00   0.0000e+00   0.0000e+00
  70   0.0000e+00   0.0000e+00   0.0000e+00
  71   0.0000e+00   0.0000e+00   0.0000e+00
  72   0.0000e+00   0.0000e+00   0.0000e+00
  73   0.0000e+00   0.0000e+00   0.0000e+00
  74   0.0000e+00   0.0000e+00   0.0000e+00
  75   0.0000e+00   0.0000e+00   0.0000e+00
  76   0.0000e+00   0.0000e+00   0.0000e+00
  77   0.0000e+00   0.0000e+00   0.0000e+00
  78   0.0000e+00   0.0000e+00   0.0000e+00
  79   0.0000e+00   0.0000e+00   0.0000e+00
  80   0.0000e+00   0.0000e+00   0.0000e+00
  81   0.0000e+00   0.0000e+00   0.0000e+00
  82   0.0000e+00   0.0000e+00   0.0000e+00
  83   0.0000e+00   0.0000e+00   0.0000e+00
  84   0.0000e+00   0.0000e+00   0.0000e+00
  85   0.0000e+00   0.0000e+00   0.0000e+00
  86   0.0000e+00   0.0000e+00   0.0000e+00
  87   0.0000e+00   0.0000e+00   0.0000e+00
  88   0.0000e+00   0.0000e+00   0.0000e+00
  89   0.0000e+00   0.0000e+00   0.0000e+00
  90   0.0000e+00   0.0000e+00   0.0000e+00
  91   0.0000e+00   0.0000e+00   0.0000e+00
  92   0.0000e+00   0.0000e+00   0.0000e+00
  93   0.0000e+00   0.0000e+00   0.0000e+00
  94   0.0000e+00   0.0000e+00   0.0000e+00
  95   0.0000e+00   0.0000e+00   0.0000e+00
  96   0.0000e+00   0.0000e+00   0.0000e+00
  97   0.0000e+00   0.0000e+00   0.0000e+00
  98   0.0000e+00   0.0000e+00   0.0000e+00
  99   0.0000e+00   0.0000e+00   0.0000e+00
 100   0.0000e+00   0.0000e+00   0.0000e+00
 101   0.0000e+00   0.0000e+00   0.0000e+00
 102   0.0000e+00   0.0000e+00   0.0000e+00
 103   0.0000e+00   0.0000e+00   0.0000e+00
 104   0.0000e+00   0.0000e+00   0.0000e+00
 105   0.0000e+00   0.0000e+00   0.0000e+00
 106   0.0000e+00   0.0000e+00   0.0000e+00
 107   0.0000e+00   0.0000e+00   0.0000e+00
 108   0.0000e+00   0.0000e+00   0.0000e+00
 109   0.0000e+00   0.0000e+00   0.0000e+00
 110   0.0000e+00   0.0000e+00   0.0000e+00
 111   0.0000e+00   0.0000e+00   0.0000e+00
 112   0.0000e+00   0.0000e+00   0.0000e+00
 113   0.0000e+00   0.0000e+00   0.0000e+00
 114   0.0000e+00   0.0000e+00   0.0000e+00
 115   0.0000e+00   0.0000e+00   0.0000e+00
 116   0.0000e+00   0.0000e+00   0.0000e+00
 117   0.0000e+00   0.0000e+00   0.0000e+00
 118   0.0000e+00   0.0000e+00   0.0000e+00
 119   0.0000e+00   0.0000e+00   0.0000e+00
 120   0.0000e+00   0.0000e+00   0.0000e+00
 121   0.0000e+00   0.0000e+00   0.0000e+00
 122   0.0000e+00   0.0000e+00   0.0000e+00
 123   0.0000e+00   0.0000e+00   0.0000e+00
 124   0.0000e+00   0.0000e+00   0.0000e+00
 125   0.0000e+00   0.0000e+00   0.0000e+00
 126   0.0000e+00   0.0000e+00   0.0000e+00
 127   0.0000e+00   0.0000e+00   0.0000e+00
 128   0.0000e+00   0.0000e+00   0.0000e+00
 129   0.0000e+00   0.0000e+00   0.0000e+00
 130   0.0000e+00   0.0000e+00   0.0000e+00
 131   0.0000e+00   0.0000e+00   0.0000e+00
 132   0.0000e+00   0.0000e+00   0.0000e+00
 133   0.0000e+00   0.0000e+00   0.0000e+00
 134   0.0000e+00   0.0000e+00   0.0000e+00
 135   0.0000e+00   0.0000e+00   0.0000e+00
 136   0.0000e+00   0.0000e+00   0.0000e+00
 137   0.0000e+00   0.0000e+00   0.0000e+00
 138   0.0000e+00   0.0000e+00   0.0000e+00
 139   0.0000e+00   0.0000e+00   0.0000e+00
 140   0.0000e+00   0.0000e+00   0.0000e+00
 141   0.0000e+00   0.0000e+00   0.0000e+00
 142   0.0000e+00   0.0000e+00   0.0000e+00
 143   0.0000e+00   0.0000e+00   0.0000e+00
 144   0.0000e+00   0.0000e+00   0.0000e+00
 145   0.0000e+00   0.0000e+00   0.0000e+00
 146   0.0000e+00   0.0000e+00   0.0000e+00
 147   0.0000e+00   0.0000e+00   0.0000e+00
 148   0.0000e+00   0.0000e+00   0.0000e+00
 149   0.0000e+00   0.0000e+00   0.0000e+00
 150   0.0000e+00   0.0000e+00   0.0000e+00
 151   0.0000e+00   0.0000e+00   0.0000e+00
 152   0.0000e+00   0.0000e+00   0.0000e+00
 153   0.0000e+00   0.0000e+00   0.0000e+00
 154   0.0000e+00   0.0000e+00   0.0000e+00
 155   0.0000e+00   0.0000e+00   0.0000e+00
 156   0.0000e+00   0.0000e+00   0.0000e+00
 157   0.0000e+00   0.0000e+00   0.0000e+00
 158   0.0000e+00   0.0000e+00   0.0000e+00
 159   0.0000e+00   0.0000e+00   0.0000e+00
 160   0.0000e+00   0.0000e+00   0.0000e+00
 161   0.0000e+00   0.0000e+00   0.0000e+00
 162   0.0000e+00   0.0000e+00   0.0000e+00
 163   0.0000e+00   0.0000e+00   0.0000e+00
 164   0.0000e+00   0.0000e+00   0.0000e+00
 165   0.0000e+00   0.0000e+00   0.0000e+00
 166   0.0000e+00   0.0000e+00   0.0000e+00
 167   0.0000e+00   0.0000e+00   0.0000e+00
 168   0.0000e+00   0.0000e+00   0.0000e+00
 169   0.0000e+00   0.0000e+00   0.0000e+00
 170   0.0000e+00   0.0000e+00   0.0000e+00
 171   0.0000e+00   0.0000e+00   0.0000e+00
 172   0.0000e+00   0.0000e+00   0.0000e+00
 173   0.0000e+00   0.0000e+00   0.0000e+00
 174   0.0000e+00   0.0000e+00   0.0000e+00
 175   0.0000e+00   0.0000e+00   0.0000e+00
 176   0.0000e+00   0.0000e+00   0.0000e+00
 177   0.0000e+00   0.0000e+00   0.0000e+00
 178   0.0000e+00   0.0000e+00   0.0000e+00
 179   0.0000e+00   0.0000e+00   0.0000e+00
 180   0.0000e+00   0.0000e+00   0.0000e+00
 181   0.0000e+00   0.0000e+00   0.0000e+00
 182   0.0000e+00   0.0000e+00   0.0000e+00
 183   0.0000e+00   0.0000e+00   0.0000e+00
 184   0.0000e+00   0.0000e+00   0.0000e+00
 185   0.0000e+00   0.0000e+00   0.0000e+00
 186   0.0000e+00   0.0000e+00   0.0000e+00
 187   0.0000e+00   0.0000e+00   0.0000e+00
 188   0.0000e+00   0.0000e+00   0.0000e+00
 189   0.0000e+00   0.0000e+00   0.0000e+00
 190   0.0000e+00   0.0000e+00   0.0000e+00
 191   0.0000e+00   0.0000e+00   0.0000e+00
