step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number
2302,8.057000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2303,8.060500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2304,8.064000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2305,8.067500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2306,8.071000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2307,8.074500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2308,8.078000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2309,8.081500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2310,8.085000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2311,8.088500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2312,8.092000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2313,8.095500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2314,8.099000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2315,8.102500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2316,8.106000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2317,8.109500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2318,8.113000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2319,8.116500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2320,8.120000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2321,8.123500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2322,8.127000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2323,8.130500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2324,8.134000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2325,8.137500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2326,8.141000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2327,8.144500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2328,8.148000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2329,8.151500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2330,8.155000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2331,8.158500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2332,8.162000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2333,8.165500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2334,8.169000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2335,8.172500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2336,8.176000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2337,8.179500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2338,8.183000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2339,8.186500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2340,8.190000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2341,8.193500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2342,8.197000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2343,8.200500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2344,8.204000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2345,8.207500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2346,8.211000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2347,8.214500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2348,8.218000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2349,8.221500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2350,8.225000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2351,8.228500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2352,8.232000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2353,8.235500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2354,8.239000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2355,8.242500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2356,8.246000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2357,8.249500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2358,8.253000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2359,8.256500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2360,8.260000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2361,8.263500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2362,8.267000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2363,8.270500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2364,8.274000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2365,8.277500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2366,8.281000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2367,8.284500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2368,8.288000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2369,8.291500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2370,8.295000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2371,8.298500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2372,8.302000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2373,8.305500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2374,8.309000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2375,8.312500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2376,8.316000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2377,8.319500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2378,8.323000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2379,8.326500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2380,8.330000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2381,8.333500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2382,8.337000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2383,8.340500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2384,8.344000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2385,8.347500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2386,8.351000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2387,8.354500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2388,8.358000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2389,8.361500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2390,8.365000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2391,8.368500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2392,8.372000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2393,8.375500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2394,8.379000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2395,8.382500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2396,8.386000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2397,8.389500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2398,8.393000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2399,8.396500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2400,8.400000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2401,8.403500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2402,8.407000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2403,8.410500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2404,8.414000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2405,8.417500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2406,8.421000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2407,8.424500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2408,8.428000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2409,8.431500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2410,8.435000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2411,8.438500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2412,8.442000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2413,8.445500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2414,8.449000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2415,8.452500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2416,8.456000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2417,8.459500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2418,8.463000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2419,8.466500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2420,8.470000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2421,8.473500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2422,8.477000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2423,8.480500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2424,8.484000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2425,8.487500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2426,8.491000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2427,8.494500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2428,8.498000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2429,8.501500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2430,8.505000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2431,8.508500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2432,8.512000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2433,8.515500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2434,8.519000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2435,8.522500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2436,8.526000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2437,8.529500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2438,8.533000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2439,8.536500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2440,8.540000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2441,8.543500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2442,8.547000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2443,8.550500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2444,8.554000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2445,8.557500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2446,8.561000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2447,8.564500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2448,8.568000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2449,8.571500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2450,8.575000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2451,8.578500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2452,8.582000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2453,8.585500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2454,8.589000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2455,8.592500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2456,8.596000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2457,8.599500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2458,8.603000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2459,8.606500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2460,8.610000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2461,8.613500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2462,8.617000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2463,8.620500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
